TYPE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,Geocoded_Location
Request for Pothole Repair,PWDx,INTERSECTION of Tyndale St & Walworth St  Roslindale  MA,9,06,5,E5,Roslindale,10,Ward 20,2004,,INTERSECTION Tyndale St & Walworth St,,42.28933,-71.13136,Citizens Connect App,"(42.28933, -71.13136)"
Request for Pothole Repair,PWDx,734 Hyde Park Ave  Hyde Park  MA  02136,12,08,5,E18,Roslindale,10,Ward 18,1808,CM,734 Hyde Park Ave,02136,42.27523,-71.11955,Citizens Connect App,"(42.27523, -71.11955)"
Request for Pothole Repair,PWDx,INTERSECTION of Colberg Ave & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2008,,INTERSECTION Colberg Ave & W Roxbury Pkwy,,42.285907,-71.110345,Citizens Connect App,"(42.285907, -71.110345)"
Request for Pothole Repair,PWDx,672 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,672 W Roxbury Pkwy,02131,42.28291,-71.146,Citizens Connect App,"(42.28291, -71.146)"
Request for Pothole Repair,PWDx,728 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,728 W Roxbury Pkwy,02131,42.28104,-71.14362,Citizens Connect App,"(42.28104, -71.14362)"
Request for Pothole Repair,PWDx,61-63 Robert St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2004,R2,61-63 Robert St,02131,42.28809,-71.13316,Citizens Connect App,"(42.28809, -71.13316)"
Request for Pothole Repair,PWDx,45 Nikisch Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R3,45 Nikisch Ave,02131,42.27808,-71.14072,Citizens Connect App,"(42.27808, -71.14072)"
Request for Pothole Repair,PWDx,620 Canterbury St  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,E,620 Canterbury St,02131,42.287218,-71.109506,Citizens Connect App,"(42.287218, -71.109506)"
Request for Pothole Repair,PWDx,INTERSECTION of Roslindale Ave & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Roslindale Ave & W Roxbury Pkwy,,42.30792,-71.11739,Citizens Connect App,"(42.30792, -71.11739)"
Request for Pothole Repair,PWDx,672 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,672 W Roxbury Pkwy,02131,42.28291,-71.146,Citizens Connect App,"(42.28291, -71.146)"
Request for Pothole Repair,PWDx,45 Nikisch Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R3,45 Nikisch Ave,02131,42.27808,-71.14072,Citizens Connect App,"(42.27808, -71.14072)"
Request for Pothole Repair,PWDx,45 Nikisch Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R3,45 Nikisch Ave,02131,42.27808,-71.14072,Citizens Connect App,"(42.27808, -71.14072)"
Request for Pothole Repair,PWDx,34 Colgate Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,19,1911,,34 Colgate Rd,02131,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,BWSC,8 Harrison St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1913,R1,8 Harrison St,02131,42.28762,-71.12116,Citizens Connect App,"(42.28762, -71.12116)"
Request for Pothole Repair,PWDx,2 Rowe St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1910,R1,2 Rowe St,02131,42.28471,-71.12041,Citizens Connect App,"(42.28471, -71.12041)"
Request for Pothole Repair,PWDx,19 Cohasset St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,R1,19 Cohasset St,02131,42.28574,-71.13036,Citizens Connect App,"(42.28574, -71.13036)"
Request for Pothole Repair,PWDx,43 Tyndale St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2004,R1,43 Tyndale St,02131,42.2873,-71.13889,Citizens Connect App,"(42.2873, -71.13889)"
Request for Pothole Repair,PWDx,4560 Washington St  Roslindale  MA  02131,10,06,5,E5,Roslindale,10,Ward 18,1811,,4560 Washington St,02131,42.27786,-71.13717,Citizens Connect App,"(42.27786, -71.13717)"
Request for Pothole Repair,PWDx,45 Nikisch Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R3,45 Nikisch Ave,02131,42.27808,-71.14072,Citizens Connect App,"(42.27808, -71.14072)"
Request for Pothole Repair,PWDx,INTERSECTION of Metropolitan Ave & Poplar St  Roslindale  MA,12,08,5,E18,Roslindale,10,Ward 18,1809,,INTERSECTION Metropolitan Ave & Poplar St,,42.37958,-71.06462,Citizens Connect App,"(42.37958, -71.06462)"
Request for Pothole Repair,PWDx,766 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R1,766 W Roxbury Pkwy,02131,42.27965,-71.14189,Citizens Connect App,"(42.27965, -71.14189)"
Request for Pothole Repair,PWDx,288 Roslindale Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R1,288 Roslindale Ave,02131,42.27846,-71.14098,Citizens Connect App,"(42.27846, -71.14098)"
Request for Pothole Repair,PWDx,INTERSECTION of Archdale Rd & Washington St  Roslindale  MA,12,02,5,E5,Roslindale,10,Ward 19,1911,,INTERSECTION Archdale Rd & Washington St,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,6 Rowe St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1910,R3,6 Rowe St,02131,42.28451,-71.12032,Citizens Connect App,"(42.28451, -71.12032)"
Request for Pothole Repair,PWDx,168 Walter St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2001,R1,168 Walter St,02131,42.29382,-71.13082,Citizens Connect App,"(42.29382, -71.13082)"
Request for Pothole Repair,PWDx,INTERSECTION of Washington St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Washington St & W Roxbury Pkwy,,42.363289,-71.050254,Citizens Connect App,"(42.363289, -71.050254)"
Request for Pothole Repair,PWDx,INTERSECTION of Cedrus Ave & Washington St  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Cedrus Ave & Washington St,,42.34362,-71.141672,Citizens Connect App,"(42.34362, -71.141672)"
Request for Pothole Repair,PWDx,26 Newburg St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,R1,26 Newburg St,02131,42.28537,-71.1388,Citizens Connect App,"(42.28537, -71.1388)"
Request for Pothole Repair,PWDx,INTERSECTION of Eastbourne St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Eastbourne St & W Roxbury Pkwy,,42.30448,-71.11903,Citizens Connect App,"(42.30448, -71.11903)"
Request for Pothole Repair,PWDx,550 Beech St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 18,1810,R1,550 Beech St,02131,42.27447,-71.13067,Citizens Connect App,"(42.27447, -71.13067)"
Request for Pothole Repair,PWDx,INTERSECTION of Archdale Rd & South St  Roslindale  MA,12,02,5,E5,Roslindale,10,Ward 20,2004,,INTERSECTION Archdale Rd & South St,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PARK,150 Tyndale St  Roslindale  MA  02131,9,06,6,E5,Roslindale,10,Ward 20,2007,R2,150 Tyndale St,02131,42.28683,-71.14414,Citizens Connect App,"(42.28683, -71.14414)"
Request for Pothole Repair,PWDx,23-25 Whipple Ave  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,R4,23-25 Whipple Ave,02131,42.29119,-71.12153,Citizens Connect App,"(42.29119, -71.12153)"
Request for Pothole Repair,PWDx,35 Colgate Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,R2,35 Colgate Rd,02131,42.29413,-71.12192,Citizens Connect App,"(42.29413, -71.12192)"
Request for Pothole Repair,PWDx,INTERSECTION of W Roxbury Pkwy & Westbourne St  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION W Roxbury Pkwy & Westbourne St,,42.297127,-71.113219,Citizens Connect App,"(42.297127, -71.113219)"
Request for Pothole Repair,PWDx,1 Anawan Ter  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,1 Anawan Ter,02131,42.28531,-71.14705,Citizens Connect App,"(42.28531, -71.14705)"
Request for Pothole Repair,INFO,4187-4195 Washington St  Roslindale  MA  02131,9,02,5,E5,Roslindale,10,Ward 20,2002,C,4187-4195 Washington St,02131,42.287388,-71.127396,Citizens Connect App,"(42.287388, -71.127396)"
Request for Pothole Repair,PWDx,INTERSECTION of New Park Ave & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2008,,INTERSECTION New Park Ave & W Roxbury Pkwy,,42.28424,-71.06671,Citizens Connect App,"(42.28424, -71.06671)"
Request for Pothole Repair,PWDx,13 Prospect Ave  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1910,R1,13 Prospect Ave,02131,42.28443,-71.12166,Citizens Connect App,"(42.28443, -71.12166)"
Request for Pothole Repair,PWDx,26 Penfield St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,R1,26 Penfield St,02131,42.28519,-71.13318,Citizens Connect App,"(42.28519, -71.13318)"
Request for Pothole Repair,PWDx,5 Walter St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2004,RC,5 Walter St,02131,42.288974,-71.133868,Citizens Connect App,"(42.288974, -71.133868)"
Request for Pothole Repair,PWDx,INTERSECTION of Roslindale Ave & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Roslindale Ave & W Roxbury Pkwy,,42.30792,-71.11739,Citizens Connect App,"(42.30792, -71.11739)"
Request for Pothole Repair,PWDx,45 Nikisch Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R3,45 Nikisch Ave,02131,42.27808,-71.14072,Citizens Connect App,"(42.27808, -71.14072)"
Request for Pothole Repair,PWDx,766 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R1,766 W Roxbury Pkwy,02131,42.27965,-71.14189,Citizens Connect App,"(42.27965, -71.14189)"
Request for Pothole Repair,PWDx,32 Walter St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2001,R3,32 Walter St,02131,42.28993,-71.13353,Citizens Connect App,"(42.28993, -71.13353)"
Request for Pothole Repair,PWDx,766 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R1,766 W Roxbury Pkwy,02131,42.27965,-71.14189,Citizens Connect App,"(42.27965, -71.14189)"
Request for Pothole Repair,PWDx,698 Canterbury St  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,R1,698 Canterbury St,02131,42.28488,-71.10951,Citizens Connect App,"(42.28488, -71.10951)"
Request for Pothole Repair,PWDx,45 Nikisch Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R3,45 Nikisch Ave,02131,42.27808,-71.14072,Citizens Connect App,"(42.27808, -71.14072)"
Request for Pothole Repair,PWDx,INTERSECTION of Liszt St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Liszt St & W Roxbury Pkwy,,42.353458,-71.062852,Citizens Connect App,"(42.353458, -71.062852)"
Request for Pothole Repair,PWDx,INTERSECTION of South St & Walter St  Roslindale  MA,9,06,5,E5,Roslindale,10,Ward 20,2001,,INTERSECTION South St & Walter St,,42.37917,-71.0657,Citizens Connect App,"(42.37917, -71.0657)"
Request for Pothole Repair,BWSC,672 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,672 W Roxbury Pkwy,02131,42.28291,-71.146,Citizens Connect App,"(42.28291, -71.146)"
Request for Pothole Repair,PWDx,18 Hawthorne St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 19,1910,R1,18 Hawthorne St,02131,42.28434,-71.12674,Citizens Connect App,"(42.28434, -71.12674)"
Request for Pothole Repair,PWDx,732 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,732 W Roxbury Pkwy,02131,42.28092,-71.14343,Citizens Connect App,"(42.28092, -71.14343)"
Request for Pothole Repair,PWDx,INTERSECTION of Haydn St & Washington St  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 18,1811,,INTERSECTION Haydn St & Washington St,,42.341649,-71.054359,Citizens Connect App,"(42.341649, -71.054359)"
Request for Pothole Repair,PWDx,11 Corinth St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,C,11 Corinth St,02131,42.28641,-71.13043,Citizens Connect App,"(42.28641, -71.13043)"
Request for Pothole Repair,PWDx,INTERSECTION of Florence St & Harrison St  Roslindale  MA,12,02,5,E5,Roslindale,10,Ward 19,1913,,INTERSECTION Florence St & Harrison St,,42.28437,-71.07304,Citizens Connect App,"(42.28437, -71.07304)"
Request for Pothole Repair,PWDx,4090 Washington St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1913,R4,4090 Washington St,02131,42.28999,-71.12403,Citizens Connect App,"(42.28999, -71.12403)"
Request for Pothole Repair,PWDx,728 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,728 W Roxbury Pkwy,02131,42.28104,-71.14362,Citizens Connect App,"(42.28104, -71.14362)"
Request for Pothole Repair,PWDx,153-155 Belgrade Ave  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2002,C,153-155 Belgrade Ave,02131,42.286425,-71.136969,Citizens Connect App,"(42.286425, -71.136969)"
Request for Pothole Repair,PWDx,INTERSECTION of Aldrich St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2008,,INTERSECTION Aldrich St & W Roxbury Pkwy,,42.33772,-71.03013,Citizens Connect App,"(42.33772, -71.03013)"
Request for Pothole Repair,PWDx,4570-4584 Washington St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,18,1811,E,4570-4584 Washington St,02131,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,INTERSECTION of W Roxbury Pkwy & Westbourne St  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION W Roxbury Pkwy & Westbourne St,,42.297127,-71.113219,Citizens Connect App,"(42.297127, -71.113219)"
Request for Pothole Repair,PWDx,INTERSECTION of Hobson St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Hobson St & W Roxbury Pkwy,,42.35116,-71.05667,Citizens Connect App,"(42.35116, -71.05667)"
Request for Pothole Repair,PWDx,289 Roslindale Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R1,289 Roslindale Ave,02131,42.278802,-71.141148,Citizens Connect App,"(42.278802, -71.141148)"
Request for Pothole Repair,PWDx,INTERSECTION of Blakemore St & Florence St  Roslindale  MA,12,02,5,E5,Roslindale,10,Ward 19,1913,,INTERSECTION Blakemore St & Florence St,,42.283164,-71.130593,Citizens Connect App,"(42.283164, -71.130593)"
Request for Pothole Repair,PWDx,INTERSECTION of Aldrich St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2008,,INTERSECTION Aldrich St & W Roxbury Pkwy,,42.33772,-71.03013,Citizens Connect App,"(42.33772, -71.03013)"
Request for Pothole Repair,PWDx,3951-3953 Washington St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,C,3951-3953 Washington St,02131,42.29389,-71.12057,Citizens Connect App,"(42.29389, -71.12057)"
Request for Pothole Repair,PWDx,5 Sheldon St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1910,R1,5 Sheldon St,02131,42.28488,-71.12376,Citizens Connect App,"(42.28488, -71.12376)"
Request for Pothole Repair,PWDx,45 Nikisch Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R3,45 Nikisch Ave,02131,42.27808,-71.14072,Citizens Connect App,"(42.27808, -71.14072)"
Request for Pothole Repair,PWDx,INTERSECTION of Prospect Ave & Sheldon St  Roslindale  MA,12,02,5,E5,Roslindale,10,Ward 19,1910,,INTERSECTION Prospect Ave & Sheldon St,,42.3081,-71.11771,Citizens Connect App,"(42.3081, -71.11771)"
Request for Pothole Repair,PWDx,660 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,660 W Roxbury Pkwy,02131,42.28338,-71.14645,Citizens Connect App,"(42.28338, -71.14645)"
Request for Pothole Repair,PWDx,728 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,728 W Roxbury Pkwy,02131,42.28104,-71.14362,Citizens Connect App,"(42.28104, -71.14362)"
Request for Pothole Repair,PWDx,INTERSECTION of Cohasset St & Taft Ct  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2002,,INTERSECTION Cohasset St & Taft Ct,,42.28574,-71.10956,Citizens Connect App,"(42.28574, -71.10956)"
Request for Pothole Repair,PWDx,27 Rowe St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1910,R1,27 Rowe St,02131,42.28379,-71.12063,Citizens Connect App,"(42.28379, -71.12063)"
Request for Pothole Repair,PWDx,INTERSECTION of Archdale Rd & Washington St  Roslindale  MA,12,02,5,E5,Roslindale,10,Ward 19,1911,,INTERSECTION Archdale Rd & Washington St,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,3-11 Cohasset St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,C,3-11 Cohasset St,02131,42.286075,-71.130139,Citizens Connect App,"(42.286075, -71.130139)"
Request for Pothole Repair,PWDx,INTERSECTION of Poplar St & Whitford St  Roslindale  MA,12,08,5,E18,Roslindale,10,Ward 18,1809,,INTERSECTION Poplar St & Whitford St,,42.38294,-71.06946,Citizens Connect App,"(42.38294, -71.06946)"
Request for Pothole Repair,PWDx,INTERSECTION of Eastbourne St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Eastbourne St & W Roxbury Pkwy,,42.30448,-71.11903,Citizens Connect App,"(42.30448, -71.11903)"
Request for Pothole Repair,PWDx,INTERSECTION of Robert St & S Walter St  Roslindale  MA,9,06,5,E5,Roslindale,10,Ward 20,2004,,INTERSECTION Robert St & S Walter St,,42.331853,-71.031676,Citizens Connect App,"(42.331853, -71.031676)"
Request for Pothole Repair,PWDx,INTERSECTION of Weld St & Walter St  Roslindale  MA,9,06,5,E5,Roslindale,10,Ward 20,2001,,INTERSECTION Weld St & Walter St,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,PWDx,INTERSECTION of Gilman St & Mount Calvary Rd  Roslindale  MA,12,02,5,E18,Roslindale,10,Ward 18,1807,,INTERSECTION Gilman St & Mount Calvary Rd,,42.32099,-71.10401,Citizens Connect App,"(42.32099, -71.10401)"
Request for Pothole Repair,PWDx,INTERSECTION of Brown Ave & Prospect Ave  Roslindale  MA,12,02,5,E5,Roslindale,10,Ward 19,1910,,INTERSECTION Brown Ave & Prospect Ave,,42.266165,-71.157188,Citizens Connect App,"(42.266165, -71.157188)"
Request for Pothole Repair,PWDx,15 Eastbourne St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2009,R1,15 Eastbourne St,02131,42.28079,-71.14185,Citizens Connect App,"(42.28079, -71.14185)"
Request for Pothole Repair,PWDx,65B-65C Bradeen St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,19,1913,,65B-65C Bradeen St,02131,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,640 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,640 W Roxbury Pkwy,02131,42.28415,-71.147,Citizens Connect App,"(42.28415, -71.147)"
Request for Pothole Repair,PWDx,668 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,668 W Roxbury Pkwy,02131,42.28305,-71.14615,Citizens Connect App,"(42.28305, -71.14615)"
Request for Pothole Repair,PWDx,27 Corinth St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,C,27 Corinth St,02131,42.286128,-71.129938,Citizens Connect App,"(42.286128, -71.129938)"
Request for Pothole Repair,PWDx,INTERSECTION of Colberg Ave & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2008,,INTERSECTION Colberg Ave & W Roxbury Pkwy,,42.285907,-71.110345,Citizens Connect App,"(42.285907, -71.110345)"
Request for Pothole Repair,PWDx,4000 Washington St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,C,4000 Washington St,02131,42.29232,-71.12155,Citizens Connect App,"(42.29232, -71.12155)"
Request for Pothole Repair,PWDx,INTERSECTION of Orange St & W Roxbury Pkwy  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2009,,INTERSECTION Orange St & W Roxbury Pkwy,,42.28246,-71.16936,Citizens Connect App,"(42.28246, -71.16936)"
Request for Pothole Repair,PWDx,26 Mahler Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,E,26 Mahler Rd,02131,42.294456,-71.121516,Citizens Connect App,"(42.294456, -71.121516)"
Request for Pothole Repair,PWDx,12 Fowle St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1910,E,12 Fowle St,02131,42.281664,-71.119854,Citizens Connect App,"(42.281664, -71.119854)"
Request for Pothole Repair,PWDx,656 W Roxbury Pkwy  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,R1,656 W Roxbury Pkwy,02131,42.28348,-71.14659,Citizens Connect App,"(42.28348, -71.14659)"
Request for Pothole Repair,INFO,46 Seymour St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 19,1910,R2,46 Seymour St,02131,42.280049,-71.121778,Citizens Connect App,"(42.280049, -71.121778)"
Request for Pothole Repair,PWDx,6 Fowle St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1910,CD,6 Fowle St,02131,42.28162,-71.12026,Citizens Connect App,"(42.28162, -71.12026)"
Request for Pothole Repair,PWDx,850 Canterbury St  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,R3,850 Canterbury St,02131,42.280861,-71.113943,Citizens Connect App,"(42.280861, -71.113943)"
Request for Pothole Repair,PWDx,INTERSECTION of Birch St & Corinth St  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 20,2002,,INTERSECTION Birch St & Corinth St,,42.28871,-71.06686,Citizens Connect App,"(42.28871, -71.06686)"
Request for Pothole Repair,PWDx,4069 Washington St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,R3,4069 Washington St,02131,42.29074,-71.12384,Citizens Connect App,"(42.29074, -71.12384)"
Request for Pothole Repair,PWDx,27 Tafthill Ter  Roslindale  MA  02131,9,02,5,E5,Roslindale,10,Ward 20,2002,CD,27 Tafthill Ter,02131,42.28798,-71.12764,Citizens Connect App,"(42.28798, -71.12764)"
Request for Pothole Repair,PWDx,INTERSECTION of Wellsmere Park & Wellsmere Rd  Roslindale  MA,12,06,5,E5,Roslindale,10,Ward 18,1810,,INTERSECTION Wellsmere Park & Wellsmere Rd,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,PWDx,164-166 Walter St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2001,R2,164-166 Walter St,02131,42.293656,-71.130811,Citizens Connect App,"(42.293656, -71.130811)"
Request for Pothole Repair,PWDx,4139 Washington St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,C,4139 Washington St,02131,42.28925,-71.12559,Citizens Connect App,"(42.28925, -71.12559)"
Request for Pothole Repair,PWDx,4021-4025 Washington St  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1911,C,4021-4025 Washington St,02131,42.29201,-71.12244,Citizens Connect App,"(42.29201, -71.12244)"
Request for Pothole Repair,PWDx,66 Harding Rd  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,R1,66 Harding Rd,02131,42.28179,-71.11721,Citizens Connect App,"(42.28179, -71.11721)"
Request for Pothole Repair,PWDx,18 Mendum St  Roslindale  MA  02131,9,06,5,E5,Roslindale,10,Ward 20,2004,R1,18 Mendum St,02131,42.29154,-71.12903,Citizens Connect App,"(42.29154, -71.12903)"
Request for Pothole Repair,PWDx,732-738 South St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2002,C,732-738 South St,02131,42.28683,-71.12893,Citizens Connect App,"(42.28683, -71.12893)"
Request for Pothole Repair,PWDx,INTERSECTION of Adams St & Dubois St  Roxbury  MA,7,10B,7,B2,Roxbury,13,Ward 8,803,,INTERSECTION Adams St & Dubois St,,42.29728,-71.08586,Citizens Connect App,"(42.29728, -71.08586)"
Request for Pothole Repair,PWDx,89-91 Humboldt Ave  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,12,1202,,89-91 Humboldt Ave,02121,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,INTERSECTION of Dennis St & Moreland St  Roxbury  MA,7,03,7,B2,Roxbury,13,Ward 8,805,,INTERSECTION Dennis St & Moreland St,,42.346284,-71.06974,Citizens Connect App,"(42.346284, -71.06974)"
Request for Pothole Repair,PWDx,3 Greenville St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 12,1201,E,3 Greenville St,02119,42.328205,-71.080992,Citizens Connect App,"(42.328205, -71.080992)"
Request for Pothole Repair,PWDx,147-149 Roxbury St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,905,E,147-149 Roxbury St,02119,42.330583,-71.08912,Citizens Connect App,"(42.330583, -71.08912)"
Request for Pothole Repair,PWDx,122-126 Cedar St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 11,1101,R2,122-126 Cedar St,02119,42.32704,-71.09406,Citizens Connect App,"(42.32704, -71.09406)"
Request for Pothole Repair,PWDx,INTERSECTION of Geneva Ave & Vaughan Ave  Dorchester  MA,7,03,4,C11,Roxbury,13,Ward 14,1401,,INTERSECTION Geneva Ave & Vaughan Ave,,42.388388,-71.004731,Citizens Connect App,"(42.388388, -71.004731)"
Request for Pothole Repair,PWDx,877 Harrison Ave  Roxbury  MA  02118,7,10B,7,D4,Roxbury,13,08,803,,877 Harrison Ave,02118,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
